"status_id","screen_name","text","favorite_count","retweet_count"
1207523223405047808,"iam_MR713","@regannrussell @SenBillCassidy @realDonaldTrump #ImpeauxedTrump<U+0001F44F><U+0001F3FE> #GeauxTigers",0,0
1207522336783646720,"LimeLifeMMJ","@KChenoweth @OU_Football @OU_Athletics @UofOklahoma We adore you @KChenoweth that being said....#GeauxTigers @LSUfootball @MiguesJordan",0,0
1207520763286343680,"regannrussell","@SenBillCassidy @realDonaldTrump #GEAUXTRUMP #GEAUXTIGERS",0,0
1207509942808317952,"bigwil225","@nomoresleeves @CajunTiger1787 We'll settle it on the field as always. New era though. #GeauxTigers",1,0
1207518986042314752,"bigwil225","@GoffGoff27 @tikaij2 @dbassassin13 I wish him well but that doesn't mean I have to support him and the agenda him and his team has which is to beat mine. #GeauxTigers",0,0
1207516131470258176,"Npa316","@arik_gilbert #GeauxTigers",0,0
1207516022049132544,"raywill001","@RashadDaviSr_ @Eliasricks2020 #GeauxTigers",2,0
1207515529814122496,"Solomon30539235","@arik_gilbert Let's get to work! #GeauxTigers",1,0
1207515358086782976,"DSports24","@ShoneWoods @Bengal_Buga @asap_koy WELCOME TO #LSU Family #GeauxTigers",1,0
1207514504235495424,"rick_dardar","@Mathieu_Era @LSUfootball Got a good crew coming in. Exciting times ahead! #LSU #geauxtigers",0,0
1207513037651009536,"waltersbrgtt","@mahmoudsammour_ @Mathieu_Era @LSUfootball Keep grinding and follow that dream... The path may not be an easy one, but one day #GeauxTigers",4,0
1207513439758893056,"waltersbrgtt","@AzCota @Mathieu_Era @LSUfootball More like, would ever consider coming home... #Saints #GeauxTigers",1,0
1207511528896913408,"joeTthadon","That Panda don<U+0092>t know shit from piss #GeauxTigers https://t.co/tV8sH8lunR",1,0
1207507888442368000,"DR10001","R<e9>veillon Dinners in New Orleans | New Orleans Local's Guide https://t.co/lDt4sEvbPD via @GoNOLA504

#NOLA #GeauxTigers #GeauxCajuns #Food #Foodies",0,0
1207506859428634624,"TDR_mlousteau","@MattMoscona @DeadSoxy aparrently marketing works! #GeauxTigers https://t.co/rHsx7ZUJou",2,0
1207505694464892928,"izo_ij","I feel like I<U+0092>m Gucci mane in 2006 <U+0001F976><U+0001F929> #WhoDat #WontBowDown #540inThe504 #NOLA #iSpyVisions #Photography #GeauxTigers [ <U+0001F4F8>: @nah_notray ] https://t.co/d2nSmvDw9x",2,0
1207504902865457152,"msmardigra","@Sheadixon @RakimJarrett Maryland?  Really?  Come 2020 football season, and when the mighty Tigers begin to play, you<U+0092>ll be regretting that decision. #secdominates #whererealfootballisplayed #lsudeathvalley #GeauxTigers #1",0,0
1207502395372118016,"Coach_Giles400","It<U+0092>s all #GeauxTigers on this end but USC is the home SEC team. They landed some pretty good recruits today!",0,0
